time_utc,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,soil_moisture_0_to_7cm,soil_temperature_0_to_7cm,wind_speed_10m,surface_pressure,cloud_cover
2025-05-01T00:00,25.6,72,20.1,0.0,0.11,29.7,4.2,1001.9,0
2025-05-01T01:00,26.5,78,22.3,0.0,0.11,30.8,5.9,1002.5,0
2025-05-01T02:00,28.7,61,20.4,0.0,0.11,31.0,5.2,1003.2,0
2025-05-01T03:00,31.3,45,17.9,0.0,0.11,32.4,4.4,1003.9,0
2025-05-01T04:00,33.6,37,17.1,0.0,0.11,34.6,5.2,1004.3,0
2025-05-01T05:00,35.9,31,16.1,0.0,0.11,37.2,5.2,1004.0,0
2025-05-01T06:00,38.1,25,14.6,0.0,0.11,39.9,5.7,1003.4,0
2025-05-01T07:00,40.2,20,13.0,0.0,0.11,42.3,8.2,1002.7,0
2025-05-01T08:00,41.7,17,11.9,0.0,0.11,44.2,11.7,1001.5,0
2025-05-01T09:00,42.8,15,10.6,0.0,0.11,45.4,12.7,1000.3,18
2025-05-01T10:00,43.3,13,8.4,0.0,0.11,45.9,10.6,999.2,23
2025-05-01T11:00,43.2,12,8.0,0.0,0.11,45.7,9.2,998.6,11
2025-05-01T12:00,43.0,12,7.5,0.0,0.11,45.0,9.4,998.2,19
2025-05-01T13:00,40.5,15,8.6,0.0,0.093,43.2,7.7,998.6,3
2025-05-01T14:00,37.5,21,11.8,0.0,0.093,41.3,16.8,999.5,0
2025-05-01T15:00,33.3,38,17.1,0.0,0.093,39.4,12.0,1001.0,1
2025-05-01T16:00,32.2,40,16.8,0.0,0.093,37.7,10.1,1002.3,1
2025-05-01T17:00,31.4,42,16.9,0.0,0.093,36.3,12.8,1003.0,0
2025-05-01T18:00,30.6,48,18.5,0.0,0.093,35.1,12.0,1002.8,0
2025-05-01T19:00,29.8,55,19.7,0.0,0.093,34.1,10.9,1002.3,0
2025-05-01T20:00,29.4,57,19.9,0.0,0.093,33.2,9.7,1001.7,0
2025-05-01T21:00,29.2,48,17.2,0.0,0.093,32.5,8.6,1001.5,0
2025-05-01T22:00,28.7,39,13.5,0.0,0.093,31.8,8.0,1001.4,0
2025-05-01T23:00,28.0,36,11.7,0.0,0.093,31.1,9.6,1001.8,0
2025-05-02T00:00,27.1,41,12.6,0.0,0.093,30.5,7.7,1002.3,0
2025-05-02T01:00,27.0,46,14.3,0.0,0.11,30.9,5.5,1002.4,0
2025-05-02T02:00,28.7,43,15.1,0.0,0.11,31.1,4.0,1003.2,0
2025-05-02T03:00,31.0,41,16.3,0.0,0.11,32.5,4.5,1003.9,0
2025-05-02T04:00,33.8,35,16.1,0.0,0.11,34.7,4.8,1003.9,0
2025-05-02T05:00,36.6,27,14.9,0.0,0.11,37.3,7.2,1003.9,0
2025-05-02T06:00,39.1,21,12.8,0.0,0.11,40.0,8.0,1003.2,0
2025-05-02T07:00,41.1,17,10.8,0.0,0.109,42.5,8.9,1002.4,0
2025-05-02T08:00,42.5,14,9.1,0.0,0.109,44.5,10.3,1001.0,0
2025-05-02T09:00,43.4,12,7.4,0.0,0.109,45.8,13.6,1000.0,2
2025-05-02T10:00,43.4,10,5.4,0.0,0.109,46.2,16.3,998.8,0
2025-05-02T11:00,42.9,10,4.4,0.0,0.109,45.9,18.2,998.1,0
2025-05-02T12:00,42.2,9,3.2,0.0,0.109,44.9,16.9,997.8,0
2025-05-02T13:00,40.0,11,4.1,0.0,0.109,43.2,11.5,998.7,1
2025-05-02T14:00,37.3,15,5.9,0.0,0.109,41.2,16.5,999.2,0
2025-05-02T15:00,33.8,24,10.4,0.0,0.109,39.3,16.5,1000.1,0
2025-05-02T16:00,32.6,27,11.3,0.0,0.109,37.7,13.4,1000.9,0
2025-05-02T17:00,31.5,37,14.9,0.0,0.109,36.3,9.6,1001.6,0
2025-05-02T18:00,30.5,47,17.8,0.0,0.109,35.1,10.1,1002.0,0
2025-05-02T19:00,29.5,54,19.3,0.0,0.109,34.1,8.3,1001.1,0
2025-05-02T20:00,28.7,59,19.9,0.0,0.109,33.1,8.1,1000.8,0
2025-05-02T21:00,28.0,62,20.1,0.0,0.109,32.3,6.7,1000.5,0
2025-05-02T22:00,27.7,57,18.5,0.0,0.109,31.6,7.0,1000.5,0
2025-05-02T23:00,27.4,44,14.0,0.0,0.109,31.0,7.4,1000.8,0
2025-05-03T00:00,26.8,37,10.8,0.0,0.109,30.4,6.4,1001.1,0
2025-05-03T01:00,27.3,47,15.0,0.0,0.109,31.3,5.9,1002.0,0
2025-05-03T02:00,29.1,43,15.2,0.0,0.109,31.5,6.1,1002.9,0
2025-05-03T03:00,31.0,46,18.2,0.0,0.109,32.8,6.6,1003.5,0
2025-05-03T04:00,33.1,41,18.1,0.0,0.109,34.8,6.9,1003.6,0
2025-05-03T05:00,35.5,32,16.5,0.0,0.109,37.2,8.0,1003.4,0
2025-05-03T06:00,37.7,25,14.1,0.0,0.109,39.7,9.0,1002.8,0
2025-05-03T07:00,39.6,17,10.2,0.0,0.109,41.9,11.6,1001.6,0
2025-05-03T08:00,40.7,13,7.2,0.0,0.109,43.6,15.5,1000.1,0
2025-05-03T09:00,41.1,11,4.4,0.0,0.109,44.6,19.5,998.8,9
2025-05-03T10:00,40.5,13,6.3,0.0,0.109,44.7,20.5,997.8,11
2025-05-03T11:00,40.1,17,10.2,0.0,0.109,44.4,16.5,997.1,59
2025-05-03T12:00,40.2,15,8.4,0.0,0.109,43.4,16.5,996.7,29
2025-05-03T13:00,37.4,21,11.2,0.0,0.109,41.9,20.4,997.4,21
2025-05-03T14:00,32.5,40,17.3,0.0,0.109,39.6,22.1,998.2,14
2025-05-03T15:00,31.1,50,19.3,0.0,0.109,37.7,18.0,999.8,3
2025-05-03T16:00,30.3,56,20.6,0.0,0.109,36.1,16.3,1001.0,97
2025-05-03T17:00,29.8,66,22.6,0.0,0.109,35.0,10.7,1001.7,100
2025-05-03T18:00,29.7,68,23.2,0.0,0.109,34.2,8.7,1001.3,100
2025-05-03T19:00,29.5,68,23.0,0.0,0.109,33.4,10.5,1000.3,100
2025-05-03T20:00,29.0,70,23.0,0.0,0.109,32.8,13.7,999.6,100
2025-05-03T21:00,28.2,76,23.6,0.0,0.109,32.2,15.5,999.2,100
2025-05-03T22:00,27.8,79,23.7,0.0,0.109,31.6,9.4,999.9,97
2025-05-03T23:00,27.6,79,23.7,0.0,0.109,31.2,11.4,999.9,51
2025-05-04T00:00,27.6,77,23.2,0.0,0.109,30.8,12.7,1000.6,59
2025-05-04T01:00,27.6,83,24.5,0.0,0.121,31.9,12.4,1001.4,6
2025-05-04T02:00,29.0,71,23.1,0.0,0.121,31.9,13.7,1002.4,27
2025-05-04T03:00,30.6,61,22.2,0.0,0.12,32.8,12.3,1003.5,27
2025-05-04T04:00,32.4,53,21.7,0.0,0.12,34.4,12.6,1003.6,84
2025-05-04T05:00,33.7,48,21.2,0.0,0.12,36.2,12.6,1002.8,36
2025-05-04T06:00,35.2,41,19.9,0.0,0.119,38.2,13.5,1002.1,4
2025-05-04T07:00,36.5,35,18.6,0.0,0.119,40.0,14.6,1000.8,1
2025-05-04T08:00,37.4,33,18.2,0.0,0.118,41.5,15.7,999.5,0
2025-05-04T09:00,35.6,35,17.6,0.2,0.119,42.1,18.8,999.6,96
2025-05-04T10:00,34.7,39,18.6,0.0,0.119,40.8,12.2,998.7,95
2025-05-04T11:00,34.8,41,19.5,0.0,0.119,40.0,14.5,998.8,66
2025-05-04T12:00,34.3,40,18.9,0.4,0.122,38.9,7.6,998.7,71
2025-05-04T13:00,28.5,68,21.9,0.1,0.17,36.0,9.2,999.0,100
2025-05-04T14:00,27.9,76,23.3,0.5,0.174,33.7,6.5,999.6,93
2025-05-04T15:00,28.0,76,23.3,0.0,0.174,32.6,1.5,1000.3,64
2025-05-04T16:00,27.6,78,23.5,0.1,0.174,31.8,2.3,1001.3,93
2025-05-04T17:00,27.9,75,23.2,0.0,0.174,31.1,11.4,1000.6,0
2025-05-04T18:00,28.2,75,23.4,0.0,0.173,30.6,9.6,1000.7,56
2025-05-04T19:00,28.0,79,24.1,0.0,0.173,30.3,11.9,1000.4,99
2025-05-04T20:00,28.0,81,24.4,0.0,0.173,30.2,10.1,999.8,99
2025-05-04T21:00,27.8,83,24.7,0.0,0.173,30.0,9.7,999.4,63
2025-05-04T22:00,27.2,87,24.9,0.0,0.172,29.7,9.7,999.2,1
2025-05-04T23:00,27.0,88,24.9,0.0,0.172,29.5,9.0,999.3,1
2025-05-05T00:00,26.8,88,24.6,0.0,0.172,29.2,7.8,1000.0,0
2025-05-05T01:00,27.9,88,25.7,0.0,0.16,30.9,11.0,1000.7,5
2025-05-05T02:00,29.3,77,24.8,0.0,0.159,31.0,12.8,1001.2,0
2025-05-05T03:00,31.1,62,23.1,0.0,0.158,31.8,13.7,1001.9,0
2025-05-05T04:00,32.9,54,22.3,0.0,0.157,33.2,13.9,1002.2,13
2025-05-05T05:00,34.7,46,21.4,0.0,0.154,34.8,13.9,1001.8,0
2025-05-05T06:00,36.6,38,20.1,0.0,0.152,36.6,15.0,1001.1,0
2025-05-05T07:00,38.1,32,18.6,0.0,0.149,38.2,16.8,999.8,6
2025-05-05T08:00,37.9,22,12.7,0.0,0.145,39.2,22.6,998.9,69
2025-05-05T09:00,34.1,38,17.6,0.0,0.143,38.6,23.4,999.9,97
2025-05-05T10:00,33.9,44,19.9,0.0,0.142,37.8,11.7,999.1,98
2025-05-05T11:00,34.8,35,17.3,0.8,0.15,37.2,15.4,998.7,99
2025-05-05T12:00,35.2,35,17.4,0.0,0.148,36.6,6.7,998.8,92
2025-05-05T13:00,30.9,58,21.6,0.0,0.15,35.1,8.9,1000.2,97
2025-05-05T14:00,28.3,68,21.8,0.0,0.15,33.7,9.6,1001.4,99
2025-05-05T15:00,28.1,67,21.4,0.0,0.149,32.5,11.8,1000.7,99
2025-05-05T16:00,28.3,70,22.3,0.0,0.149,31.6,9.2,1001.7,100
2025-05-05T17:00,28.2,73,22.8,0.0,0.149,31.0,10.5,1002.2,58
2025-05-05T18:00,28.0,78,23.8,0.0,0.148,30.5,15.6,1002.0,100
2025-05-05T19:00,27.5,80,23.8,0.0,0.148,30.1,15.0,1001.3,100
2025-05-05T20:00,27.6,79,23.6,0.0,0.148,29.8,12.1,999.7,100
2025-05-05T21:00,27.6,80,23.7,0.0,0.148,29.6,7.4,1000.2,100
2025-05-05T22:00,26.8,78,22.7,0.0,0.147,29.2,5.7,1000.5,100
2025-05-05T23:00,26.6,76,22.1,0.0,0.147,28.9,4.4,1000.7,100
2025-05-06T00:00,26.6,75,21.8,0.0,0.147,28.7,7.3,1001.3,100
2025-05-06T01:00,23.1,87,20.8,0.0,0.164,25.8,9.1,1002.0,100
2025-05-06T02:00,24.5,81,21.1,0.0,0.164,26.2,9.2,1002.8,100
2025-05-06T03:00,26.7,72,21.3,0.0,0.163,27.3,12.6,1003.1,99
2025-05-06T04:00,26.8,69,20.6,0.0,0.162,28.2,19.8,1003.7,100
2025-05-06T05:00,28.0,66,21.0,0.0,0.161,29.6,15.4,1003.3,96
2025-05-06T06:00,28.5,65,21.3,0.0,0.16,30.9,17.8,1003.4,96
2025-05-06T07:00,30.4,59,21.4,0.0,0.157,32.4,17.7,1002.3,100
2025-05-06T08:00,31.4,54,20.9,0.0,0.156,33.5,19.0,1001.4,100
2025-05-06T09:00,31.3,55,21.2,0.0,0.154,34.0,18.6,1000.5,100
2025-05-06T10:00,31.2,54,20.8,0.0,0.152,33.9,17.9,999.5,100
2025-05-06T11:00,31.5,53,20.9,0.0,0.151,33.8,16.7,999.0,100
2025-05-06T12:00,29.2,61,20.9,0.4,0.154,32.8,14.0,999.5,100
2025-05-06T13:00,27.2,72,21.7,0.0,0.188,30.2,10.0,1000.1,100
2025-05-06T14:00,26.8,69,20.5,0.0,0.187,29.4,14.4,1001.0,100
2025-05-06T15:00,25.9,75,21.1,0.0,0.187,28.7,10.7,1001.5,100
2025-05-06T16:00,25.4,79,21.4,0.0,0.186,28.2,8.3,1001.7,100
2025-05-06T17:00,25.3,80,21.7,0.0,0.186,27.8,4.1,1002.4,100
2025-05-06T18:00,25.0,82,21.8,0.0,0.186,27.5,7.0,1002.1,100
2025-05-06T19:00,24.8,84,21.9,0.0,0.186,27.2,8.4,1001.5,76
2025-05-06T20:00,24.6,86,22.1,0.0,0.185,26.9,7.7,1000.9,100
2025-05-06T21:00,24.4,88,22.2,0.0,0.185,26.7,9.4,1000.6,100
2025-05-06T22:00,24.3,89,22.4,0.0,0.185,26.5,8.7,1000.4,100
2025-05-06T23:00,24.3,91,22.6,0.0,0.185,26.4,9.7,1000.4,100
2025-05-07T00:00,24.3,91,22.8,0.0,0.185,26.3,9.0,1000.6,99
2025-05-07T01:00,24.0,88,21.9,0.0,0.186,25.6,8.4,1001.0,100
2025-05-07T02:00,25.1,81,21.6,0.0,0.185,26.1,8.6,1001.9,83
2025-05-07T03:00,26.9,72,21.4,0.0,0.184,27.0,13.2,1002.1,54
2025-05-07T04:00,27.8,71,22.0,0.3,0.186,28.4,4.1,1002.8,100
2025-05-07T05:00,27.6,73,22.2,0.3,0.188,28.7,3.1,1002.3,72
2025-05-07T06:00,30.4,62,22.3,0.1,0.186,31.0,4.0,1001.5,100
2025-05-07T07:00,30.9,60,22.1,0.0,0.184,32.3,4.9,1000.9,100
2025-05-07T08:00,30.4,59,21.6,0.1,0.183,32.8,13.8,1000.1,100
2025-05-07T09:00,26.2,82,22.8,9.6,0.311,30.8,12.0,999.9,100
2025-05-07T10:00,25.8,89,23.8,0.8,0.317,29.2,5.9,999.5,98
2025-05-07T11:00,27.5,81,23.8,0.5,0.319,28.9,7.8,999.3,97
2025-05-07T12:00,28.8,70,22.7,0.1,0.317,29.0,11.7,998.4,97
2025-05-07T13:00,27.2,74,22.2,0.0,0.365,28.5,7.7,999.5,100
2025-05-07T14:00,26.1,79,22.2,0.0,0.36,27.9,7.7,1000.3,100
2025-05-07T15:00,25.9,79,22.0,0.0,0.355,27.5,9.3,1000.8,100
2025-05-07T16:00,25.5,81,22.1,0.0,0.351,27.1,8.4,1001.5,100
2025-05-07T17:00,25.1,83,22.1,0.0,0.347,26.8,10.0,1001.9,60
2025-05-07T18:00,24.6,86,22.1,0.0,0.344,26.5,10.5,1001.7,17
2025-05-07T19:00,24.2,89,22.3,0.0,0.341,26.3,8.6,1001.3,100
2025-05-07T20:00,24.4,89,22.5,0.0,0.338,26.2,8.9,1000.8,84
2025-05-07T21:00,24.3,91,22.6,0.0,0.335,26.0,10.6,1000.4,97
2025-05-07T22:00,24.6,89,22.7,0.0,0.333,26.0,11.2,1000.0,83
2025-05-07T23:00,24.6,89,22.7,0.0,0.33,26.0,11.8,1000.1,12
2025-05-08T00:00,23.9,92,22.6,0.0,0.328,25.8,10.3,1000.4,7
2025-05-08T01:00,22.9,96,22.2,0.0,0.376,25.0,9.0,1001.4,18
2025-05-08T02:00,24.3,88,22.2,0.0,0.37,25.3,10.9,1002.1,50
2025-05-08T03:00,25.9,81,22.4,0.0,0.365,26.1,11.4,1002.7,100
2025-05-08T04:00,27.0,77,22.6,0.2,0.361,27.0,9.3,1003.1,48
2025-05-08T05:00,28.3,71,22.4,0.1,0.356,28.0,8.8,1002.9,100
2025-05-08T06:00,29.3,66,22.2,0.2,0.352,29.0,6.6,1002.7,100
2025-05-08T07:00,29.4,64,21.9,0.1,0.347,29.3,6.9,1001.9,100
2025-05-08T08:00,30.4,59,21.6,0.0,0.342,30.0,6.8,1001.1,50
2025-05-08T09:00,31.9,53,21.2,0.0,0.335,31.3,6.1,1000.1,36
2025-05-08T10:00,32.2,52,21.0,0.1,0.329,32.0,5.8,999.4,23
2025-05-08T11:00,31.9,53,21.0,0.1,0.324,32.2,7.4,999.1,36
2025-05-08T12:00,30.7,56,21.0,0.0,0.32,31.7,11.2,999.4,33
2025-05-08T13:00,29.0,69,22.6,0.0,0.313,30.3,6.5,1000.0,14
2025-05-08T14:00,27.7,75,22.9,0.0,0.311,29.4,6.2,1000.6,12
2025-05-08T15:00,27.2,77,22.8,0.0,0.31,28.7,9.0,1001.6,14
2025-05-08T16:00,26.7,78,22.6,0.0,0.309,28.2,9.6,1002.4,5
2025-05-08T17:00,26.2,81,22.7,0.0,0.307,27.7,8.8,1002.9,0
2025-05-08T18:00,25.9,84,22.9,0.0,0.306,27.4,9.8,1002.8,3
2025-05-08T19:00,25.6,86,23.1,0.0,0.305,27.1,9.4,1002.7,4
2025-05-08T20:00,25.4,88,23.3,0.0,0.304,26.9,9.4,1002.2,0
2025-05-08T21:00,25.1,91,23.6,0.0,0.303,26.7,9.2,1001.8,3
2025-05-08T22:00,24.9,93,23.7,0.0,0.302,26.5,8.9,1001.6,3
2025-05-08T23:00,24.7,94,23.7,0.0,0.301,26.4,8.7,1001.8,1
2025-05-09T00:00,24.5,96,23.8,0.0,0.301,26.2,8.3,1002.2,8
2025-05-09T01:00,25.7,91,24.2,0.2,0.292,27.5,8.1,1003.0,24
2025-05-09T02:00,25.9,90,24.1,0.9,0.303,27.3,6.4,1003.6,74
2025-05-09T03:00,26.2,88,24.1,0.1,0.302,27.9,6.6,1004.6,100
2025-05-09T04:00,23.4,91,21.9,0.6,0.308,27.3,17.1,1005.2,100
2025-05-09T05:00,26.9,77,22.5,0.0,0.305,28.1,7.9,1004.8,20
2025-05-09T06:00,29.7,68,23.2,0.1,0.301,30.0,10.4,1004.5,35
2025-05-09T07:00,30.7,65,23.4,0.1,0.296,31.4,7.6,1003.8,10
2025-05-09T08:00,31.9,60,23.2,0.0,0.291,32.8,5.0,1003.1,13
2025-05-09T09:00,32.6,56,22.8,0.0,0.285,33.7,5.1,1001.9,18
2025-05-09T10:00,32.7,55,22.5,0.0,0.28,34.1,4.5,1000.9,80
2025-05-09T11:00,32.5,54,22.0,0.0,0.277,34.0,2.3,1000.4,86
2025-05-09T12:00,32.5,54,21.8,0.0,0.274,33.4,2.7,1000.1,49
2025-05-09T13:00,28.4,70,22.4,0.0,0.267,32.1,1.5,1000.8,24
2025-05-09T14:00,27.6,76,23.1,0.0,0.267,30.9,3.3,1001.5,26
2025-05-09T15:00,27.0,82,23.7,0.0,0.266,30.0,2.4,1002.5,2
2025-05-09T16:00,27.0,79,23.2,0.0,0.266,29.3,9.4,1003.2,0
2025-05-09T17:00,26.5,80,22.7,0.0,0.265,28.7,8.0,1003.6,0
2025-05-09T18:00,25.8,82,22.4,0.0,0.265,28.2,6.6,1003.6,0
2025-05-09T19:00,25.2,84,22.2,0.0,0.264,27.7,5.0,1003.4,0
2025-05-09T20:00,24.8,86,22.2,0.0,0.264,27.3,6.3,1002.7,0
2025-05-09T21:00,24.6,86,22.2,0.0,0.263,27.0,7.2,1002.4,0
2025-05-09T22:00,24.4,88,22.3,0.0,0.263,26.7,8.1,1002.2,0
2025-05-09T23:00,24.2,91,22.7,0.0,0.263,26.5,7.8,1002.3,0
2025-05-10T00:00,23.9,94,22.9,0.0,0.262,26.3,5.4,1002.6,0
2025-05-10T01:00,25.7,97,25.1,0.0,0.255,28.6,6.9,1003.3,18
2025-05-10T02:00,26.9,89,25.0,0.0,0.254,28.6,8.5,1003.9,40
2025-05-10T03:00,28.5,79,24.4,0.0,0.253,29.3,8.7,1004.3,34
2025-05-10T04:00,29.9,72,24.2,0.0,0.25,30.4,7.2,1004.4,8
2025-05-10T05:00,31.5,64,23.9,0.0,0.247,31.9,6.1,1004.8,3
2025-05-10T06:00,32.8,57,23.2,0.0,0.242,33.4,5.2,1004.2,7
2025-05-10T07:00,33.9,51,22.3,0.0,0.237,34.6,4.8,1003.6,14
2025-05-10T08:00,34.5,48,21.8,0.0,0.232,35.6,4.8,1002.7,10
2025-05-10T09:00,34.8,47,21.7,0.0,0.227,36.1,5.1,1001.7,16
2025-05-10T10:00,34.5,46,21.4,0.0,0.223,36.2,6.4,1000.7,4
2025-05-10T11:00,34.4,46,21.1,0.0,0.22,36.0,5.6,999.9,28
2025-05-10T12:00,33.8,47,21.1,0.0,0.218,35.2,5.2,999.7,30
2025-05-10T13:00,31.7,58,22.3,0.0,0.22,33.7,8.7,1000.6,16
2025-05-10T14:00,30.2,65,23.0,0.0,0.219,32.5,7.7,1001.4,19
2025-05-10T15:00,29.7,68,23.2,0.0,0.218,31.5,9.2,1002.2,12
2025-05-10T16:00,29.0,68,22.4,0.0,0.218,30.7,9.3,1003.0,27
2025-05-10T17:00,28.1,71,22.3,0.0,0.217,30.0,10.5,1003.4,2
2025-05-10T18:00,27.2,76,22.7,0.0,0.217,29.4,10.4,1003.4,0
2025-05-10T19:00,26.6,82,23.3,0.0,0.217,28.9,9.2,1002.8,0
2025-05-10T20:00,26.2,86,23.8,0.0,0.216,28.5,7.9,1002.1,12
2025-05-10T21:00,25.9,89,24.0,0.0,0.216,28.2,7.0,1001.6,49
2025-05-10T22:00,25.6,91,24.1,0.0,0.216,27.9,5.8,1001.9,5
2025-05-10T23:00,25.3,93,24.2,0.0,0.216,27.6,6.7,1002.2,8
2025-05-11T00:00,25.2,95,24.4,0.0,0.216,27.4,7.7,1002.5,8
2025-05-11T01:00,26.5,88,24.4,0.0,0.204,29.5,6.7,1003.0,25
2025-05-11T02:00,27.8,81,24.2,0.0,0.204,29.5,6.4,1003.8,22
2025-05-11T03:00,29.3,72,23.8,0.0,0.203,30.2,6.9,1004.1,69
2025-05-11T04:00,30.6,66,23.5,0.0,0.201,31.2,6.4,1004.4,64
2025-05-11T05:00,31.9,60,23.1,0.0,0.198,32.4,5.5,1004.3,61
2025-05-11T06:00,33.1,54,22.4,0.0,0.195,33.8,5.7,1003.7,34
2025-05-11T07:00,34.0,50,22.0,0.0,0.191,35.2,5.4,1002.9,25
2025-05-11T08:00,34.7,46,21.5,0.0,0.187,36.3,4.9,1001.9,12
2025-05-11T09:00,35.1,44,21.0,0.0,0.183,37.0,4.5,1000.6,11
2025-05-11T10:00,35.1,43,20.7,0.0,0.18,37.2,4.3,999.4,9
2025-05-11T11:00,35.1,43,20.5,0.0,0.177,37.0,4.1,998.7,10
2025-05-11T12:00,34.7,44,20.6,0.0,0.175,36.3,4.3,998.8,14
2025-05-11T13:00,33.8,51,22.1,0.0,0.172,35.3,2.0,998.8,3
2025-05-11T14:00,32.2,57,22.6,0.0,0.172,34.0,2.2,999.7,2
2025-05-11T15:00,31.2,58,22.0,0.0,0.171,32.8,7.6,1000.7,2
2025-05-11T16:00,29.9,58,20.9,0.0,0.171,31.9,10.6,1001.6,2
2025-05-11T17:00,28.8,70,22.7,0.0,0.17,31.0,10.2,1002.2,2
2025-05-11T18:00,28.2,75,23.3,0.0,0.17,30.4,9.5,1002.1,11
2025-05-11T19:00,27.5,79,23.6,0.0,0.17,29.8,8.7,1001.7,20
2025-05-11T20:00,27.1,82,23.8,0.0,0.169,29.4,7.1,1001.3,87
2025-05-11T21:00,26.9,83,23.9,0.0,0.169,29.0,7.0,1000.7,91
2025-05-11T22:00,27.0,83,23.9,0.0,0.169,28.8,7.1,1000.6,14
2025-05-11T23:00,26.3,86,23.9,0.0,0.169,28.5,6.6,1000.8,18
2025-05-12T00:00,26.0,89,24.0,0.0,0.169,28.2,6.0,1001.2,18
2025-05-12T01:00,26.9,87,24.5,0.0,0.161,29.7,6.3,1001.7,0
2025-05-12T02:00,28.4,81,24.7,0.0,0.161,29.9,6.1,1002.4,0
2025-05-12T03:00,30.2,71,24.3,0.0,0.16,30.8,6.8,1003.0,1
2025-05-12T04:00,31.9,62,23.6,0.0,0.158,32.3,6.4,1003.4,6
2025-05-12T05:00,33.4,52,22.4,0.0,0.156,33.9,7.1,1003.1,4
2025-05-12T06:00,34.3,49,21.9,0.0,0.154,35.5,8.2,1002.6,13
2025-05-12T07:00,35.0,45,21.4,0.0,0.151,36.8,8.4,1001.7,13
2025-05-12T08:00,35.6,43,21.0,0.0,0.149,37.7,8.1,1000.9,18
2025-05-12T09:00,36.1,42,21.0,0.0,0.146,38.4,7.3,999.7,16
2025-05-12T10:00,36.1,41,20.8,0.0,0.144,38.6,7.1,998.5,12
2025-05-12T11:00,36.1,40,20.5,0.0,0.142,38.4,7.9,997.8,16
2025-05-12T12:00,35.8,40,20.0,0.0,0.141,37.7,7.7,997.7,20
2025-05-12T13:00,34.0,42,19.4,0.0,0.139,36.3,9.8,998.5,9
2025-05-12T14:00,32.3,46,19.0,0.0,0.139,34.8,10.2,999.3,24
2025-05-12T15:00,31.3,48,18.9,0.0,0.138,33.6,9.7,1000.0,19
2025-05-12T16:00,30.1,58,20.8,0.0,0.138,32.6,10.9,1000.9,42
2025-05-12T17:00,29.0,68,22.4,0.0,0.137,31.7,9.9,1001.4,1
2025-05-12T18:00,28.1,74,23.1,0.0,0.137,31.0,9.5,1001.6,2
2025-05-12T19:00,27.7,78,23.6,0.0,0.137,30.4,9.0,1001.0,7
2025-05-12T20:00,27.2,82,23.9,0.0,0.137,29.9,7.8,1000.6,6
2025-05-12T21:00,26.9,85,24.1,0.0,0.137,29.4,7.3,1000.4,9
2025-05-12T22:00,26.6,87,24.3,0.0,0.137,29.1,6.7,1000.2,1
2025-05-12T23:00,26.3,89,24.3,0.0,0.137,28.7,7.0,1000.4,1
2025-05-13T00:00,26.1,91,24.5,0.0,0.137,28.5,6.5,1000.7,9
2025-05-13T01:00,27.8,86,25.2,0.0,0.126,30.5,7.1,1001.4,23
2025-05-13T02:00,29.2,78,25.1,0.0,0.126,30.8,6.2,1002.0,1
2025-05-13T03:00,31.0,67,24.1,0.0,0.126,31.8,5.3,1003.0,5
2025-05-13T04:00,32.5,60,23.6,0.0,0.125,33.6,4.9,1003.4,6
2025-05-13T05:00,33.5,55,23.3,0.2,0.126,35.4,5.7,1003.7,20
2025-05-13T06:00,34.3,51,22.7,0.1,0.126,36.9,6.6,1003.3,20
2025-05-13T07:00,35.2,47,22.1,0.0,0.125,38.5,6.7,1002.6,20
2025-05-13T08:00,35.9,43,21.4,0.0,0.124,39.8,6.9,1001.5,18
2025-05-13T09:00,36.2,41,21.0,0.0,0.123,40.6,7.0,1000.4,13
2025-05-13T10:00,36.5,40,20.8,0.0,0.122,41.0,7.8,999.2,14
2025-05-13T11:00,36.2,40,20.4,0.0,0.121,40.6,8.1,998.6,36
2025-05-13T12:00,36.0,40,20.2,0.0,0.121,39.8,6.9,998.4,28
2025-05-13T13:00,35.0,40,19.2,0.0,0.123,37.8,8.4,998.5,10
2025-05-13T14:00,33.4,43,19.2,0.0,0.122,36.3,10.7,999.2,8
2025-05-13T15:00,32.4,46,19.2,0.0,0.122,35.1,7.6,1000.1,5
2025-05-13T16:00,31.3,50,19.8,0.0,0.122,34.0,5.7,1000.9,3
2025-05-13T17:00,30.4,58,21.3,0.0,0.122,33.1,9.2,1001.4,3
2025-05-13T18:00,29.4,68,22.8,0.0,0.122,32.4,9.9,1001.4,3
2025-05-13T19:00,28.8,72,23.3,0.0,0.122,31.7,10.0,1001.1,2
2025-05-13T20:00,28.4,77,24.1,0.0,0.122,31.2,10.2,1000.8,1
2025-05-13T21:00,28.2,81,24.6,0.0,0.122,30.8,9.2,1000.5,0
2025-05-13T22:00,27.8,84,24.9,0.0,0.122,30.4,8.1,1000.8,0
2025-05-13T23:00,27.6,87,25.1,0.0,0.122,30.0,6.4,1001.3,0
2025-05-14T00:00,27.3,88,25.2,0.0,0.122,29.7,4.3,1001.6,0
2025-05-14T01:00,28.4,87,26.0,0.0,0.114,31.3,5.4,1001.8,0
2025-05-14T02:00,29.9,76,25.3,0.0,0.114,31.6,4.6,1002.3,1
2025-05-14T03:00,31.7,65,24.3,0.0,0.114,32.9,3.3,1002.8,2
2025-05-14T04:00,33.3,58,24.0,0.0,0.114,34.8,4.1,1003.1,7
