farm_id,village_id,area_ha,buffer_level,g0_db_20250606,g0_lin_20250606,g0_db_med_20250606,cv_20250606,ktex_20250606,npix_20250606,inc_20250606,cov_20250606,b0_db_20250606,nesz_margin_db_20250606,nesz_frac0_20250606,nesz_frac3_20250606,nesz_frac6_20250606,g0_db_20250619,g0_lin_20250619,g0_db_med_20250619,cv_20250619,ktex_20250619,npix_20250619,inc_20250619,cov_20250619,b0_db_20250619,nesz_margin_db_20250619,nesz_frac0_20250619,nesz_frac3_20250619,nesz_frac6_20250619,g0_db_20250814,g0_lin_20250814,g0_db_med_20250814,cv_20250814,ktex_20250814,npix_20250814,inc_20250814,cov_20250814,b0_db_20250814,nesz_margin_db_20250814,nesz_frac0_20250814,nesz_frac3_20250814,nesz_frac6_20250814,g0_db_20251013,g0_lin_20251013,g0_db_med_20251013,cv_20251013,ktex_20251013,npix_20251013,inc_20251013,cov_20251013,b0_db_20251013,nesz_margin_db_20251013,nesz_frac0_20251013,nesz_frac3_20251013,nesz_frac6_20251013,g0_db_20251029,g0_lin_20251029,g0_db_med_20251029,cv_20251029,ktex_20251029,npix_20251029,inc_20251029,cov_20251029,b0_db_20251029,nesz_margin_db_20251029,nesz_frac0_20251029,nesz_frac3_20251029,nesz_frac6_20251029,g0_db_20251112,g0_lin_20251112,g0_db_med_20251112,cv_20251112,ktex_20251112,npix_20251112,inc_20251112,cov_20251112,b0_db_20251112,nesz_margin_db_20251112,nesz_frac0_20251112,nesz_frac3_20251112,nesz_frac6_20251112,d_aug_jun19,d_oct13_aug,d_oct29_oct13,d_nov_oct13,d_nov_oct29,d_late,jun_baseline_db,ref_20250814,ref_20251013,ref_20251029,ref_20251112,temporal_cv,temporal_range_db,season_integral,senescence_db_per_day,glcm_ent_20250606,glcm_resid_20250606,glcm_ent_20250619,glcm_resid_20250619,glcm_ent_20250814,glcm_resid_20250814,glcm_ent_20251013,glcm_resid_20251013,glcm_ent_20251029,glcm_resid_20251029,glcm_ent_20251112,glcm_resid_20251112,n_dates,qc_flag
1,22,0.2842602108358393,0,-19.872296988581454,0.010298412921132915,-20.27436321886499,0.37486839571578184,0.0,66,35.26639366149902,1.0,-18.36745351219748,7.759979007098295,0.0,0.015151515151515152,0.15151515151515152,-15.624114585720497,0.027389779842148226,-15.994462965142198,0.47108301743670167,0.03172566584210745,66,28.798371546196215,1.0,-13.025507663979194,14.737636987252994,0.0,0.0,0.0,-21.255399929738306,0.007489623854670561,-21.62584715106253,0.4537487116829755,0.022431344002785902,66,28.723050435384113,1.0,-18.64325256722284,9.331268714604242,0.0,0.0,0.12121212121212122,-20.297476510429433,0.009337967304004864,-20.550290714627142,0.4376499209894213,0.019392889820468495,66,31.555676980452105,1.0,-18.18016613743399,9.166369657956416,0.0,0.0,0.12121212121212122,-16.929274805067312,0.020280213349244812,-17.184200518729966,0.4261299770241163,0.027878533265342842,66,29.76409744493889,1.0,-14.502286529220537,13.239647448104133,0.0,0.0,0.0,-22.029286587654276,0.006267168065250823,-22.448217000171084,0.42198419117445396,0.012638507074301586,66,29.77713498202237,1.0,-19.60458943079113,8.112152489371436,0.0,0.0,0.18181818181818182,-5.63128534401781,0.957923419308873,3.3682017053621216,-1.7318100772248428,-5.100011782586964,-0.7738866579159698,-17.748205787150976,-3.5071941425873305,-2.5492707232784575,0.8189309820836641,-4.2810808005033,0.5692588869811768,6.40517200193378,2.1492014063599827,-0.051378136085184066,3.128857595865335,-0.09773508640663664,3.036525160421986,0.038828885102266675,3.0809475683032215,0.034139546876032156,3.0606826878857287,-0.06911546586164974,3.1133199827159705,-0.049212815352695394,3.2325975413905668,-0.01113702135273309,6,ok
2,22,0.22154182518834994,0,-18.965251986587486,0.01269038510085507,-18.858231366600737,0.29394845203460196,0.0,55,35.263114443692295,1.0,-17.4599074109799,8.667525108315875,0.0,0.0,0.07272727272727272,-15.469318350417026,0.02838364490731196,-15.96168327511948,0.4757526375446428,0.03545883695343699,55,28.794760339910333,1.0,-12.870066199174675,14.893078452057514,0.0,0.0,0.0,-20.425299975504508,0.009067133339968595,-20.591097147096242,0.5061886110627373,0.06511208464027707,55,28.71933444630016,1.0,-17.812495199191126,10.162026082635958,0.0,0.0,0.05454545454545454,-20.188923367537424,0.009574313927441836,-20.441335979480357,0.4515869536332107,0.02999571700686654,55,31.55208337957209,1.0,-18.070964264725347,9.275571530665058,0.0,0.0,0.05454545454545454,-16.763892739372316,0.021067389566451312,-17.14235753215768,0.4839431499552601,0.07364836089766502,55,29.767568484219638,1.0,-14.337522814019366,13.404411163305305,0.0,0.0,0.0,-21.8505753007275,0.00653044039552862,-22.43269005441299,0.41453784278418215,0.007284193089055924,55,29.77341336337003,1.0,-19.425211140264746,8.291530779897819,0.0,0.0,0.12727272727272726,-4.955981625087482,0.2363766079670846,3.425030628165107,-1.6616519331900754,-5.0866825613551825,-1.4252753252229908,-17.217285168502258,-3.2080148070022503,-2.9716381990351657,0.4533924291299414,-4.633290132225241,0.5296469622169422,6.381256950310473,2.3131648416842587,-0.04901081642310142,3.241476502345737,0.028707102050523403,2.974255718522774,-0.005467293847220223,2.98952598584617,-0.04297065112607079,3.1231134546588235,0.0070266296402268225,3.2955626774672737,0.14621522850152724,3.2586478505090994,0.03000850532277255,6,ok
3,22,0.5008628882666493,0,-19.249557908021295,0.01188623217702214,-19.641632552159997,0.4453452956419503,0.04443663897438599,148,35.25994669424521,1.0,-17.743691098733944,8.38374142056183,0.006756756756756757,0.013513513513513514,0.12162162162162163,-15.866374415449695,0.025903745135921682,-16.0369305847098,0.47667505582536923,0.03620062812161473,148,28.79118284019264,1.0,-13.266472230146158,14.49667242108603,0.0,0.0,0.0,-20.924293116058642,0.008082964816256552,-21.29951994546595,0.44305475753292345,0.0142999909638728,148,28.71569567757684,1.0,-18.31082736224062,9.663693919586464,0.0,0.0,0.06756756756756757,-18.81535589857346,0.013136038424547863,-18.933723919049548,0.4375156204063847,0.01929233520497231,148,31.548585247349095,1.0,-16.696810935423617,10.649724859966788,0.0,0.006756756756756757,0.02027027027027027,-17.957867721824663,0.016003435647517845,-18.341646315473334,0.3838571834529048,0.0,148,29.77138061781187,1.0,-15.532139999828622,12.209793977496048,0.0,0.0,0.0,-20.572661623108427,0.008764635058862434,-20.785102438300065,0.4274015368807675,0.01659376317637906,148,29.76974853309425,1.0,-18.14665722706344,9.570084693099126,0.0,0.0,0.05405405405405406,-5.057918700608948,2.108937217485181,0.8574881767487987,-1.757305724534966,-2.6147939012837647,0.3516314929502151,-17.557966161735493,-3.3663269543231493,-1.2573897368379683,-0.39990156008916955,-3.014695461372934,0.42705725441676384,5.057918700608948,2.2403251159404456,-0.05592194935358056,3.240590429544677,-0.04722976564437653,3.0882407848807123,0.010935470892266874,2.9995014430762943,-0.1106960453421646,3.180769582583297,-0.009760209154495492,3.0955791752149437,-0.1253555373826054,3.2722915098658225,-0.038304354665993134,6,ok
4,22,0.033637670655093016,1,-18.65367663099805,0.013634284026920795,-18.65367663099805,,,1,35.25602340698242,1.0,-17.147183869897624,8.980248649398149,0.0,0.0,0.0,-17.306113263471147,0.01859467849135399,-17.306113263471147,,,1,28.78679656982422,1.0,-14.705420523580646,13.057724127651543,0.0,0.0,0.0,-17.301802016505068,0.018613146618008614,-17.301802016505068,,,1,28.711292266845703,1.0,-14.68755476262135,13.286966519205734,0.0,0.0,0.0,-19.981630437524288,0.010042387060821056,-19.981630437524288,,,1,31.544313430786133,1.0,-17.8623465588209,9.484189236569506,0.0,0.0,0.0,-17.46437371697323,0.01792927086353302,-17.46437371697323,,,1,29.775110244750977,1.0,-15.039319411648748,12.702614565675923,0.0,0.0,0.0,-20.935558307867804,0.008062025532126427,-20.935558307867804,,,1,29.765338897705078,1.0,-18.50877847728028,9.207963442882285,0.0,0.0,0.0,0.004311246966079096,-2.67982842101922,2.5172567205510568,-0.9539278703435166,-3.4711845908945733,-3.6337562913627366,-17.979894947234598,0.6780929307295303,-2.00173549028969,0.515521230261367,-2.9556633606332063,0.2923473962401421,3.6337562913627366,2.516685707960278,-0.027321237318056673,,,,,,,,,,,,,6,ok
5,22,0.5675288112319056,0,-19.277285469184825,0.011810586183811679,-19.530945469866165,0.41485864501724873,0.021579812741594484,165,35.2569497310754,1.0,-17.770946810452962,8.356485708842811,0.0,0.0,0.14545454545454545,-15.758905114785778,0.026552748900245535,-16.082907941699705,0.4942674082684339,0.05062308186050801,165,28.787802124023436,1.0,-13.158406437346619,14.60473821388557,0.0,0.0,0.0,-20.444753584049522,0.009026609224295526,-20.917509737783803,0.6094732119227708,0.16281226546996597,165,28.712301658861566,1.0,-17.830713494903513,10.14380778692357,0.0,0.006060606060606061,0.07272727272727272,-17.789670233939386,0.016635389604859732,-18.230381565171015,0.4732568441454975,0.047141566516690325,165,31.5453049399636,1.0,-15.670578157683309,11.675957637707096,0.0,0.0,0.006060606060606061,-17.64056426510221,0.017216448725737406,-17.99095461514872,0.4486635150505226,0.04502643993025934,165,29.774527370568478,1.0,-15.215362391059566,12.526571586265105,0.0,0.0,0.0,-19.901784748375395,0.010228725528400956,-20.527879047661234,0.5852963077811216,0.15403932855518288,165,29.76634346933076,1.0,-17.475265648689543,10.241476271473022,0.0,0.0,0.06060606060606061,-4.685848469263744,2.655083350110136,0.1491059688371763,-2.1121145144360085,-2.261220483273185,0.5429688356741273,-17.5180952919853,-2.9266582920642215,-0.2715749419540856,-0.1224689731169093,-2.383689456390094,0.38742813071216164,4.685848469263744,2.478374596831925,-0.06851688365200446,3.3019014264993833,0.005837281926877491,3.054916352256221,-0.03310788291621991,3.035797174446984,-0.08293535863395807,3.2306581138545227,0.031951139577155896,3.210872041615217,-0.01792616901343491,3.4551117555396473,0.13551338279877356,6,ok
6,22,0.8378502189360072,0,-18.760831417221873,0.013301997389788218,-19.054244924461162,0.4149546336827349,0.021649236020047757,259,35.252090041701855,1.0,-17.253750280523693,8.87368223877208,0.0,0.0,0.10424710424710425,-16.999321111014638,0.019955742386849346,-17.367990898345184,0.4883178833095946,0.045687091625636,259,28.782343271616345,1.0,-14.397760119007376,13.365384532224812,0.0,0.0,0.015444015444015444,-19.026748207968637,0.012511955157037407,-19.476844380422,0.5367944204391129,0.09217710335379681,259,28.706782094300024,1.0,-16.411753552600462,11.562767729226621,0.0,0.0,0.007722007722007722,-19.52968323907324,0.011143758097433388,-20.174633951332666,0.5187989318018454,0.0857945416174879,259,31.53997704053017,1.0,-17.40973552364879,9.936800271741614,0.0,0.0,0.04633204633204633,-18.456620157026716,0.01426717486865387,-18.884959171297442,0.49811454921762227,0.08575506477328343,259,29.779744667436166,1.0,-16.03230635067625,11.70962762664842,0.0,0.0,0.011583011583011582,-21.047320274265125,0.007857202977916535,-21.35822824844302,0.47724988002378077,0.05535655908048298,259,29.760801462593225,1.0,-18.619757814698854,9.096984105463712,0.0,0.007722007722007722,0.11583011583011583,-2.027427096954,-0.5029350311046024,1.0730630820465237,-1.5176370351918855,-2.590700117238409,-2.020572066296488,-17.880076264118255,-1.1466719438503823,-1.6496069749549847,-0.576543892908461,-3.16724401014687,0.27725049044372757,4.047999163250488,2.193100346065788,-0.047803182976590176,3.3281709797471146,-0.002078245619752561,3.181351853759825,0.048879603484477396,3.204923847994529,0.050799153001952035,3.231184268018058,-0.0014309258253693002,3.3307983077116115,0.06939262910661004,3.387078614215711,0.030149654378281987,6,ok
7,22,0.1950720911999547,0,-18.8365869410948,0.013071977928199845,-19.414357735689947,0.4344447419748834,0.03607806130449176,46,35.25274102584176,1.0,-17.329575247216592,8.797857272079181,0.0,0.0,0.08695652173913043,-16.974204278044553,0.02007148809650022,-17.40824548141319,0.5125735006099349,0.06618554171021529,46,28.783102657483973,1.0,-14.372823771547417,13.390320879684772,0.0,0.0,0.0,-21.14480367895462,0.0076828018468602195,-21.10287246294964,0.35509757754393845,0.0,46,28.70755324156388,1.0,-18.529885780987318,9.444635500839766,0.0,0.0,0.06521739130434782,-20.080065011201626,0.00981733246969626,-20.36615103537234,0.46049846139900197,0.036949491506671484,46,31.540707795516305,1.0,-17.960223403778667,9.386312391611739,0.0,0.021739130434782608,0.13043478260869565,-18.371172543572293,0.014550661769412134,-18.58511103356063,0.4422991336145819,0.04009365842353718,46,29.778717745905336,1.0,-15.94673568369554,11.79519829362913,0.0,0.0,0.0,-22.18450352815247,0.0060471347634397125,-22.382140105366027,0.39195138410861324,0.0,46,29.761584655098293,1.0,-19.757058806349082,7.959683113813483,0.0,0.021739130434782608,0.13043478260869565,-4.170599400910067,1.0647386677529944,1.7088924676293331,-2.104438516950843,-3.813330984580176,-1.0396998491978486,-17.905395609569677,-3.239408069384943,-2.1746694016319488,-0.46577693400261566,-4.279107918582792,0.39435145144937567,5.210299250107916,1.8566852067141673,-0.06595969660545742,3.273322327085931,0.07410100649213414,2.905471706967057,-0.05663586506490326,3.0038798059756253,-0.014590366256963527,3.1560184232397095,0.05336995350766527,3.0015396485754993,-0.13488495320839,3.0281871339293316,-0.18565751843976397,6,ok
8,22,0.8917320682281362,0,-19.294170761738695,0.011764755985097361,-19.357961385388993,0.4032473294467928,0.01330047159830694,283,35.24506378173828,1.0,-17.7859262293123,8.341506289983474,0.0,0.0035335689045936395,0.17314487632508835,-17.13616470697624,0.01933675208918803,-17.458699299595374,0.4445202422925864,0.011190296499083763,283,28.774473850802902,1.0,-14.533281358352605,13.229863292879584,0.0,0.0,0.0035335689045936395,-20.63492951888373,0.00863986682104006,-20.987633724791607,0.49774345775336626,0.0579235712667745,283,28.698822001265132,1.0,-18.018434656937675,9.956086624889409,0.0,0.0,0.04946996466431095,-19.90677052219257,0.010216989517030916,-20.364155438534304,0.4686031547488593,0.0433916841138271,283,31.532283371834367,1.0,-17.785443902518043,9.561091892872362,0.0,0.01060070671378092,0.09187279151943463,-18.08455791324753,0.015543335049113673,-18.42416618571679,0.4450395487440287,0.04220900704657615,283,29.787071551535238,1.0,-15.661612980748156,12.080320996576514,0.0,0.0,0.0035335689045936395,-20.820428206693926,0.00827860534100632,-21.075954014972,0.4344412427558166,0.02180889944560116,283,29.752814033427423,1.0,-18.391446889909584,9.325295030252981,0.0035335689045936395,0.01060070671378092,0.06007067137809187,-3.498764811907492,0.7281589966911604,1.8222126089450406,-0.9136576845013558,-2.7358702934463963,-0.1854986878101954,-18.215167734357465,-2.4197617845262656,-1.6916027878351052,0.13060982110993535,-2.605260472336461,0.3222750289520248,3.6842634997176873,1.9240470013713673,-0.02703884090249229,3.227711979334541,-0.10925616166272656,3.063675271455884,-0.07753302555317321,3.051824581122872,-0.10925627557346607,3.1493864891798165,-0.08989320453160632,3.242426899566938,-0.025387622345235172,3.3723431542923112,0.008077044467030614,6,ok
9,22,0.4170669829003039,0,-19.565714187453132,0.011051687119433131,-20.05762879706507,0.4169081962550656,0.023065629211372007,117,35.23719869108282,1.0,-18.056195715121575,8.071236804174198,0.0,0.0,0.18803418803418803,-18.651395926654608,0.013641445973139798,-18.784922944269056,0.41348302311394786,0.0,117,28.765681389050606,1.0,-16.046934248163573,11.716210403068615,0.0,0.0,0.008547008547008548,-18.889574497303155,0.01291345787815686,-19.13027343580532,0.5139752729707735,0.07184725340936682,117,28.68994742173415,1.0,-16.271465630262615,11.703055651564469,0.0,0.0,0.02564102564102564,-18.493222693898442,0.014147435760714559,-19.138453446148954,0.5971432889547851,0.16059139578300496,117,31.5236993936392,1.0,-16.370518042844264,10.976017752546142,0.0,0.0,0.042735042735042736,-19.50259186374033,0.011213490349423682,-19.70080104344693,0.38377800116469446,0.0,117,29.795400521694084,1.0,-17.08108271616738,10.66085126115729,0.0,0.0,0.0,-21.11903002813065,0.007728531781552184,-21.437700742523134,0.42258563473813004,0.013075137044098906,117,29.743903037829277,1.0,-18.68848278169163,9.028259138470936,0.0,0.017094017094017096,0.09401709401709402,-0.23817857064854664,0.39635180340471265,-1.0093691698418894,-2.6258073342322064,-1.616438164390317,-2.2294555308274937,-19.10855505705387,0.2189805597507153,0.6153323631554279,-0.39403680668646146,-2.0104749710767784,0.1820932181785119,2.6258073342322064,2.05135104590211,-0.08694841793335863,3.26957554478176,-0.000424479868971428,3.0046439734539168,-0.04949125607609561,3.212442385358518,0.12069430078318977,3.264045267812759,0.09119132300225363,3.1425786569761254,-0.06135827101307889,3.360899574693056,0.06976358601638344,6,ok
10,22,0.3860355851925647,0,-18.711176933635755,0.013454956766825331,-19.18861361995131,0.4416151414321384,0.04155303364095064,92,35.21871052617612,1.0,-17.198705767900822,8.92872675139495,0.0,0.0,0.13043478260869565,-15.842665332012125,0.026045546041923048,-16.403687385873265,0.5044650824936822,0.059222559165506006,92,28.74506483907285,1.0,-13.234491258595032,14.528653392637157,0.0,0.0,0.0,-18.918859953158677,0.012826672456551181,-19.42158070521512,0.5454692463566535,0.1001372499696691,92,28.66913414001465,1.0,-16.297036596075095,11.677484685751988,0.0,0.0,0.021739130434782608,-18.403827310554238,0.014441665079768585,-18.66472149409218,0.4685085555901311,0.043315841631106355,92,31.503604826719865,1.0,-16.277678931556142,11.068856863834263,0.0,0.0,0.010869565217391304,-17.46496182048024,0.017926843120696267,-17.68436060056038,0.42720244079991987,0.028674650558904613,92,29.815824508666992,1.0,-15.047054315924761,12.69487966139991,0.0,0.0,0.010869565217391304,-19.89672392597795,0.010240651983464055,-20.104050871035085,0.44211622535364375,0.02759173566710693,92,29.722986822542936,1.0,-17.462503001786295,10.25423891837627,0.0,0.0,0.03260869565217391,-3.076194621146552,0.5150326426044387,0.9388654900739972,-1.4928966154237102,-2.4317621054977074,-0.9778639728192715,-17.27692113282394,-1.6419388203347367,-1.126906177730298,-0.18804068765630078,-2.619802793154008,0.32286081278601414,4.054058593965824,2.6193460436365767,-0.04719653853438998,3.3259035258644545,0.07412907278998793,3.163581085593292,0.13314304974709668,3.178641219674037,0.10576225476057166,3.252501354102036,0.09772537395811876,3.209199772880136,0.022647321619204686,3.3291492783984156,0.05791586918923031,6,ok
